VOTER_ID,SET_NO,OPP_SEX,AGE,HH_ND,HH_NR,HH_NI,MED_AGE,NH_WHITE,NH_AA,NH_ASIAN,NH_MULT,HISP,COMM_LT10,COMM_609P,MED_HH_INC,COMM_CAR,COMM_CP,COMM_PT,COMM_WALK,KIDS,M_MAR,F_MAR,ED_4COL,GENDER_F,GENDER_M,H_AFDLN3P,H_F1,H_M1,H_MFDLN3P,PARTY_D,PARTY_I,PARTY_R,VPP_08,VPP_12,VPR_08,VPR_10,VPR_12,VG_04,VG_06,VG_08,VG_10,VG_12,PP_PELIG,PR_PELIG,AP_PELIG,G_PELIG,E_PELIG,NL5G,NL3PR,NL5AP,NL2PP,REG_DAYS,UPSCALEBUY,UPSCALEMAL,UPSCALEFEM,BOOKBUYERI,FAMILYMAGA,FEMALEORIE,RELIGIOUSM,GARDENINGM,CULINARYIN,HEALTHFITN,DOITYOURSE,FINANCIALM,RELIGIOUSC,POLITICALC,MEDIANEDUC,CAND1S,CAND2S,MESSAGE_A,MESSAGE_A_REV,I3,CAND1_UND,CAND2_UND,MOVED_AD,MOVED_A,opposite,MOVED_A_jittered,Partition,,
359482,1,0,52,3,0,0,41,23,64,7,2,3,5,7,58950,76,5,11,3,25,50,54,15,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,50,0,20,60,40,3,0,1,1,7812,0,0,0,1,1,0,0,0,0,1,0,0,1,1,12,L,S,1,0,N,N,N,Y,1,0,1,T,,0.194567203
209816,3,0,23,1,0,4,25,62,26,7,2,2,9,12,58145,78,18,2,0,31,48,51,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,50,1,0,0,0,1070,0,0,0,1,0,0,0,0,0,1,0,0,0,0,13,S,L,1,0,Y,N,N,Y,1,0,1,V,,0.416225541
77345,3,0,36,0,0,1,34,58,27,3,6,6,6,6,51797,92,5,1,1,19,42,36,17,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,1,0,0,0,0,0,1,0,0,1,1,12,L,S,1,0,Y,N,N,N,0,1,0,T,,0.641520116
188028,3,0,75,2,0,0,39,74,23,0,0,2,10,5,41477,85,6,1,3,17,58,43,10,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,50,33,40,100,70,5,1,2,1,19584,1,2,0,6,0,0,0,0,0,6,1,2,1,3,12,U,S,1,0,N,Y,N,Y,1,0,1,V,,0.385891488
256082,1,0,66,0,2,0,44,58,22,1,2,17,17,8,51544,76,11,5,1,24,48,51,15,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,50,67,60,100,80,5,2,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,S,S,1,0,N,N,N,N,0,1,0,T,,0.781346761
121783,2,0,46,0,1,1,56,98,0,0,2,1,15,10,64750,96,0,0,0,4,59,74,26,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,50,22,2,0,0,0,2805,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,S,S,1,0,N,N,N,N,0,1,0,T,,0.191573762
209289,3,0,67,0,0,3,50,88,5,4,2,0,18,10,90972,87,4,2,1,17,59,49,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,100,50,5,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,1,15,S,S,1,0,Y,N,N,N,0,1,1,V,,0.890116721
229809,3,0,68,0,0,2,42,45,35,0,2,14,19,4,48542,78,19,0,0,17,53,53,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,100,50,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,12,S,S,1,0,Y,N,N,N,0,1,0,T,,0.457179109
162172,1,0,67,0,0,2,33,42,17,0,1,39,11,2,46125,62,12,17,5,15,34,26,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11,U,L,1,0,Y,Y,N,Y,1,0,1,T,,0.201406591
449970,2,0,29,0,0,4,25,62,26,7,2,2,9,12,58145,78,18,2,0,31,48,51,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,10,1,0,0,0,3450,0,0,2,2,1,0,0,0,0,3,0,1,2,1,13,L,U,1,0,Y,N,Y,Y,1,0,1,V,,0.51240673
156080,2,0,64,2,0,0,41,23,64,7,2,3,5,7,58950,76,5,11,3,25,50,54,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,50,1,0,0,0,1043,0,0,0,1,1,0,0,0,0,1,0,0,1,1,12,U,S,1,0,N,Y,N,Y,1,0,1,V,,0.397039989
181676,1,0,59,1,3,0,34,63,29,4,0,3,7,15,92170,88,6,3,0,25,58,60,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,80,40,4,0,0,0,5444,0,0,1,2,1,0,0,0,0,1,0,0,1,1,13,S,S,1,0,N,N,N,N,0,1,1,T,,0.941772302
313215,3,0,69,1,1,0,44,78,12,0,2,9,4,14,67375,84,12,1,1,18,59,54,17,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,5,3,5,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,12,S,S,1,0,N,N,N,N,0,1,0,T,,0.523270432
606900,3,0,57,1,0,2,34,63,29,4,0,3,7,15,92170,88,6,3,0,25,58,60,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,40,20,2,0,0,0,8034,0,0,1,2,1,0,0,0,0,1,0,0,1,1,12,L,S,1,0,N,N,N,Y,1,0,0,T,,0.937291033
373444,1,0,52,1,1,1,39,74,23,0,0,2,10,5,41477,85,6,1,3,17,58,43,10,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,10,1,0,0,0,4892,0,0,0,2,0,0,0,0,0,2,0,0,0,0,12,S,S,1,0,N,N,N,N,0,1,0,T,,0.041818596
621351,3,0,64,0,0,4,53,97,2,0,0,1,16,0,94196,90,8,0,0,14,45,42,31,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,100,50,5,0,0,0,7979,0,0,1,2,1,0,0,0,0,1,0,0,1,1,12,S,L,1,0,Y,N,N,Y,1,0,1,V,,0.513958615
564637,3,0,44,1,0,1,55,72,21,1,1,5,5,7,41591,83,7,10,0,9,43,38,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6958,0,0,0,1,1,0,0,0,0,1,0,0,1,1,12,L,S,1,0,Y,N,N,N,0,1,0,T,,0.465731202
527122,1,0,65,2,0,1,53,97,2,0,0,1,16,0,94196,90,8,0,0,14,45,42,31,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,50,67,60,100,80,5,2,3,1,8042,0,0,1,2,1,0,0,0,0,1,0,0,1,1,12,U,S,1,0,N,Y,N,Y,1,0,1,T,,0.458697982
286856,2,0,18,2,0,0,36,68,22,5,1,3,1,10,80652,84,15,1,0,27,64,49,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,S,S,1,0,N,N,N,N,0,1,1,T,,0.999440977
467450,2,0,23,0,1,0,38,85,4,4,8,0,16,5,84333,84,8,4,1,11,52,50,44,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,1,2,1,0,0,0,0,1,0,1,1,1,15,S,S,1,0,N,N,N,N,0,1,1,T,,0.923540593
51069,2,0,73,1,1,0,56,98,0,0,2,1,15,10,64750,96,0,0,0,4,59,74,26,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,100,67,80,100,90,5,2,4,2,3639,0,0,2,2,1,0,0,0,0,4,1,0,0,1,12,S,S,1,0,N,N,N,N,0,1,0,V,,0.18526072
247503,2,0,43,1,0,0,32,64,30,4,0,2,4,8,81506,87,6,4,0,20,54,46,33,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,50,33,40,100,63,3,1,2,1,2303,0,0,0,2,1,0,0,0,0,1,0,0,1,1,13,L,S,1,0,N,N,N,N,0,1,0,T,,0.060272185
541134,1,0,45,0,1,1,25,62,26,7,2,2,9,12,58145,78,18,2,0,31,48,51,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,60,30,3,0,0,0,6353,0,0,3,0,1,0,0,0,0,0,0,0,0,0,13,S,L,1,0,Y,N,N,Y,1,0,1,T,,0.737534341
634335,2,0,59,1,0,0,38,76,17,1,1,4,8,18,73618,86,9,2,1,29,71,59,13,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,50,67,60,100,80,5,2,3,1,4578,0,0,0,1,1,0,0,0,0,1,0,0,0,0,12,U,S,1,0,N,Y,N,Y,1,0,0,V,,0.80654692
103608,3,0,68,0,0,2,33,63,9,1,4,24,35,4,100145,57,36,1,0,11,41,45,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,50,1,0,0,0,711,0,0,0,1,1,0,0,0,0,1,0,0,0,0,12,S,S,1,0,Y,N,N,N,0,1,0,T,,0.75021767
418966,1,0,59,3,0,0,33,42,17,0,1,39,11,2,46125,62,12,17,5,15,34,26,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,100,100,100,100,1,1,1,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,L,S,1,0,N,N,N,Y,1,0,1,V,,0.701334042
131571,3,0,28,1,0,0,37,54,37,1,7,2,21,5,50446,92,1,0,2,20,44,38,15,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1761,0,0,0,2,1,0,0,0,0,1,0,0,0,0,12,S,S,1,0,N,N,N,N,0,1,0,T,,0.228900595
477262,1,59,59,2,5,0,53,97,2,0,0,1,16,0,94196,90,8,0,0,14,45,42,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,60,30,3,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,12,L,S,1,0,N,N,N,Y,1,0,1,V,,0.37194331
198487,2,0,77,1,1,0,44,78,12,0,2,9,4,14,67375,84,12,1,1,18,59,54,17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,33,20,100,60,5,1,1,0,15299,0,0,0,1,0,0,0,0,0,1,0,0,0,1,12,U,L,1,0,N,Y,N,N,0,1,0,V,,0.692467929
97307,2,0,53,3,0,1,25,62,26,7,2,2,9,12,58145,78,18,2,0,31,48,51,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,40,20,2,0,0,0,5930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,L,U,1,0,Y,N,Y,Y,1,0,1,T,,0.608922361
61547,1,0,54,1,1,1,38,85,4,4,8,0,16,5,84333,84,8,4,1,11,52,50,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,80,40,4,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,1,1,14,L,S,1,0,N,N,N,Y,1,0,1,T,,0.137576724
110534,1,0,69,0,2,0,45,87,4,4,3,3,11,7,95272,86,6,2,0,20,63,62,31,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,5,3,5,2,0,0,0,1,2,1,0,0,0,0,1,0,1,1,1,15,S,S,1,0,N,N,N,N,0,1,0,V,,0.500967471
385367,3,0,37,1,0,0,38,76,17,1,1,4,8,18,73618,86,9,2,1,29,71,59,13,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,S,S,1,0,N,N,N,N,0,1,0,V,,0.666702541
39079,2,78,77,2,2,0,44,78,12,0,2,9,4,14,67375,84,12,1,1,18,59,54,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16671,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,S,S,1,0,N,N,N,N,0,1,1,T,,0.964757484
264870,2,0,58,0,4,0,32,67,12,14,2,5,9,5,125154,76,11,3,4,19,43,43,34,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,50,33,40,100,70,5,1,2,1,9103,0,0,1,2,1,0,0,0,0,1,0,0,1,1,14,S,S,1,0,N,N,N,N,0,1,0,T,,0.010847895
498987,3,0,33,1,1,0,45,87,9,2,1,1,24,2,59931,75,10,1,0,21,67,63,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20,10,1,0,0,0,4162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,S,L,1,0,N,N,N,Y,1,0,1,T,,0.498043202
173043,3,0,43,0,0,2,44,88,6,1,2,2,16,6,120417,74,7,0,9,21,56,50,54,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,50,1,0,0,0,992,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15,S,S,1,0,Y,N,N,N,0,1,1,T,,0.913910995
394374,3,0,43,0,1,0,34,58,32,2,2,6,15,20,59802,86,8,1,2,29,48,46,17,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,0,0,0,2,1,0,0,0,0,1,0,0,1,1,12,S,L,1,0,N,N,N,Y,1,0,1,V,,0.446849698
314287,2,0,57,4,1,0,32,67,12,14,2,5,9,5,125154,76,11,3,4,19,43,43,34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,80,40,4,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,13,S,S,1,0,N,N,N,N,0,1,1,T,,0.845372252
276200,3,0,69,1,1,1,42,45,35,0,2,14,19,4,48542,78,19,0,0,17,53,53,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,33,20,100,60,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,U,S,1,0,N,Y,N,Y,1,0,1,T,,0.388763065
416733,2,0,56,4,0,0,50,88,5,4,2,0,18,10,90972,87,4,2,1,17,59,49,40,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,50,100,80,100,90,5,3,4,1,8540,0,0,0,2,1,0,0,0,0,1,0,0,1,1,14,L,S,1,0,N,N,N,Y,1,0,1,T,,0.150923672
195206,3,0,21,4,0,1,44,88,6,1,2,2,16,6,120417,74,7,0,9,21,56,50,54,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,100,1,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,U,S,1,0,N,Y,N,Y,1,0,1,T,,0.720559205
163249,2,0,81,0,2,0,38,85,4,4,8,0,16,5,84333,84,8,4,1,11,52,50,44,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,50,0,20,40,30,2,0,1,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,1,14,S,S,1,0,N,N,N,N,0,1,0,T,,0.57552815
542904,3,0,55,0,1,2,39,74,23,0,0,2,10,5,41477,85,6,1,3,17,58,43,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,60,30,3,0,0,0,7293,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,S,S,1,0,Y,N,N,N,0,1,0,T,,0.359985031
553959,2,0,37,0,4,0,45,87,4,4,3,3,11,7,95272,86,6,2,0,20,63,62,31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,0,0,1,2,1,0,0,0,0,1,0,1,1,1,14,S,U,1,0,N,N,Y,Y,1,0,1,V,,0.201417967
498066,3,0,45,0,2,0,50,88,5,4,2,0,18,10,90972,87,4,2,1,17,59,49,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,100,44,4,0,0,0,3147,0,0,0,2,1,0,0,0,0,1,0,0,1,1,14,S,S,1,0,N,N,N,N,0,1,0,V,,0.143397941
111679,3,0,46,0,1,1,45,87,4,4,3,3,11,7,95272,86,6,2,0,20,63,62,31,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,100,33,60,100,80,5,1,3,2,5552,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,S,S,1,0,N,N,N,N,0,1,0,T,,0.119334265
41718,1,0,26,0,0,1,40,76,9,0,0,15,27,4,45455,94,2,0,0,19,56,49,13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,U,L,1,0,Y,Y,N,Y,1,0,1,T,,0.409215998
596186,2,0,58,2,1,0,33,42,17,0,1,39,11,2,46125,62,12,17,5,15,34,26,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,100,50,1,0,0,0,678,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,S,S,1,0,N,N,N,N,0,1,0,T,,0.147478777
221822,3,0,74,1,1,0,44,91,5,0,0,4,31,0,44375,82,6,0,7,18,61,66,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,100,50,5,0,0,0,16682,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,S,S,1,0,N,N,N,N,0,1,0,T,,0.748094892
44086,1,0,41,2,0,0,44,78,12,0,2,9,4,14,67375,84,12,1,1,18,59,54,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,80,40,4,0,0,0,3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,L,S,1,0,N,N,N,N,0,1,0,T,,0.547924533
196299,2,0,67,0,4,0,34,63,29,4,0,3,7,15,92170,88,6,3,0,25,58,60,24,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,50,33,40,100,70,5,1,2,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,12,S,S,1,0,N,N,N,N,0,1,0,T,,0.690955673
559371,3,0,49,0,0,2,52,92,1,6,0,1,1,5,176953,85,1,4,0,20,81,73,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,50,1,0,0,0,586,0,0,1,2,1,0,0,0,0,1,0,1,1,1,16,S,S,1,0,Y,N,N,N,0,1,0,T,,0.370011018
601865,2,0,20,4,0,1,32,64,30,4,0,2,4,8,81506,87,6,4,0,20,54,46,33,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,50,1,0,0,0,720,0,0,0,2,1,0,0,0,0,1,0,0,1,1,13,L,S,1,0,N,N,N,Y,1,0,1,T,,0.15457089
64144,3,0,76,0,1,1,44,91,5,0,0,4,31,0,44375,82,6,0,7,18,61,66,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,50,1,0,0,0,977,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,S,S,1,0,Y,N,N,N,0,1,0,V,,0.077423027
532045,2,0,63,0,2,0,37,54,37,1,7,2,21,5,50446,92,1,0,2,20,44,38,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,0,0,0,2,1,0,0,0,0,1,0,0,0,0,12,S,S,1,0,N,N,N,N,0,1,0,T,,0.266170494
191732,1,0,42,1,0,1,45,87,9,2,1,1,24,2,59931,75,10,1,0,21,67,63,15,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,33,20,100,60,5,1,1,0,7869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,U,U,1,0,N,Y,Y,N,0,1,0,V,,0.181357285
562492,3,0,84,1,0,1,40,42,45,1,2,7,5,13,57830,69,8,19,0,11,24,34,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,80,40,4,0,0,0,0,0,0,0,5,1,1,0,0,3,1,0,2,1,0,12,L,S,1,0,Y,N,N,Y,1,0,0,T,,0.941466531
98305,2,0,61,1,0,2,38,88,0,0,1,12,13,9,54861,95,2,2,0,22,61,69,12,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,50,67,60,100,80,5,2,3,1,11507,1,1,2,3,0,0,0,0,1,2,0,0,0,0,12,U,S,1,0,N,Y,N,Y,1,0,1,T,,0.263594172
435272,1,50,27,2,2,0,38,83,12,1,1,3,2,13,99327,84,10,1,0,27,71,70,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,S,S,1,0,N,N,N,N,0,1,0,T,,0.029836702
63048,1,0,35,0,2,0,45,87,9,2,1,1,24,2,59931,75,10,1,0,21,67,63,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,20,10,1,0,0,0,3770,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,S,S,1,0,N,N,N,N,0,1,0,T,,0.656852962
431491,1,0,84,0,1,1,38,76,17,1,1,4,8,18,73618,86,9,2,1,29,71,59,13,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,100,67,80,100,90,5,2,4,2,12968,0,0,0,1,1,0,0,0,0,1,0,0,1,1,12,S,S,1,0,N,N,N,N,0,1,0,T,,0.562217915
576907,1,0,73,0,0,2,43,69,23,0,1,5,10,8,60262,73,23,0,1,14,54,46,14,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,50,33,40,100,70,5,1,2,1,6612,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,S,S,1,0,Y,N,N,N,0,1,0,V,,0.428607972
68356,1,0,34,0,2,1,41,23,64,7,2,3,5,7,58950,76,5,11,3,25,50,54,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,0,0,0,1,1,0,0,0,0,1,0,0,1,1,12,S,S,1,0,N,N,N,N,0,1,1,T,,0.890028587
41509,1,0,52,3,0,0,33,31,61,5,2,1,27,5,28730,36,9,13,33,17,15,10,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,40,20,2,0,0,0,7832,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11,S,S,1,0,N,N,N,N,0,1,0,V,,0.612681212
303265,2,0,34,4,0,1,25,62,26,7,2,2,9,12,58145,78,18,2,0,31,48,51,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,10,1,0,0,0,4628,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15,L,S,1,0,N,N,N,Y,1,0,0,V,,0.939952723
207536,3,0,32,0,0,1,53,97,2,0,0,1,16,0,94196,90,8,0,0,14,45,42,31,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3268,0,0,1,2,1,0,0,0,0,1,0,0,1,1,15,L,U,1,0,Y,N,Y,Y,1,0,1,V,,0.229749712
120049,3,0,54,0,1,0,50,89,3,6,1,1,23,7,76923,80,11,0,4,11,65,58,30,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,50,0,20,60,40,3,0,1,1,8064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,S,L,1,0,N,N,N,Y,1,0,1,T,,0.148144612
205506,2,0,68,0,2,0,40,86,12,1,0,1,21,7,59872,86,9,0,1,19,55,60,17,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,50,33,40,100,70,5,1,2,1,16607,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,S,S,1,0,N,N,N,N,0,1,0,V,,0.431360808
331523,2,0,34,1,0,0,39,37,55,2,1,6,35,4,22381,66,12,4,5,14,40,18,10,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5776,0,0,0,1,0,0,0,0,0,1,0,0,1,0,12,S,S,1,0,N,N,N,N,0,1,0,T,,0.502386982
38650,1,0,28,1,0,0,50,89,3,6,1,1,23,7,76923,80,11,0,4,11,65,58,30,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,67,40,2,0,0,0,1993,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,L,S,1,0,N,N,N,Y,1,0,1,V,,0.404105932
89437,2,0,52,0,1,2,32,64,30,4,0,2,4,8,81506,87,6,4,0,20,54,46,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,60,30,3,0,0,0,7272,0,0,0,2,1,0,0,0,0,1,0,0,1,1,12,S,S,1,0,Y,N,N,N,0,1,0,V,,0.057916174
197622,2,0,30,0,0,2,34,58,32,2,2,6,15,20,59802,86,8,1,2,29,48,46,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,100,50,5,0,0,0,3728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,S,S,1,0,Y,N,N,N,0,1,0,V,,0.275182389
183014,2,0,82,1,1,0,44,91,5,0,0,4,31,0,44375,82,6,0,7,18,61,66,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6507,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,S,S,1,0,N,N,N,N,0,1,0,V,,0.524687487
569033,1,0,21,0,0,2,37,54,37,1,7,2,21,5,50446,92,1,0,2,20,44,38,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,100,1,0,0,0,522,0,0,0,2,1,0,0,0,0,1,0,0,0,0,12,S,U,1,0,Y,N,Y,Y,1,0,1,T,,0.129003942
560714,1,0,59,1,0,0,55,72,21,1,1,5,5,7,41591,83,7,10,0,9,43,38,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,10,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,12,S,S,1,0,N,N,N,N,0,1,1,V,,0.992373766
608060,2,0,90,0,1,0,37,54,37,1,7,2,21,5,50446,92,1,0,2,20,44,38,15,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,50,0,20,100,56,4,0,1,1,3387,0,0,0,2,1,0,0,0,0,1,0,0,1,0,12,S,S,1,0,N,N,N,N,0,1,0,T,,0.043818636
93758,2,0,76,5,0,0,39,37,55,2,1,6,35,4,22381,66,12,4,5,14,40,18,10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,50,0,20,100,60,5,0,1,1,19542,0,0,0,1,0,0,0,0,0,1,0,0,1,0,12,U,S,1,0,N,Y,N,Y,1,0,1,V,,0.682461864
